,author_pair,co-paper_id,co-times,authors_paper_num,co-occurrence_val
17091,"('Campistol J', 'Zhou C')",[],0,"(1, 1)",0.0
17092,"('Campistol J', 'Peng D')",[],0,"(1, 1)",0.0
17093,"('Campistol J', 'Chen YM.')",[],0,"(1, 1)",0.0
17094,"('Tang D', 'G\xc3\xa9rolami R')",[],0,"(1, 1)",0.0
17095,"('Tang D', 'Sheng W')",[],0,"(1, 1)",0.0
17096,"('Tang D', 'Thongsawat S')",[],0,"(1, 1)",0.0
17097,"('Tang D', 'Lim HY')",[],0,"(1, 1)",0.0
17098,"('Tang D', 'Bergamaschi M')",[],0,"(1, 1)",0.0
17099,"('Tang D', 'Zhou Q')",[],0,"(1, 1)",0.0
17100,"('Tang D', 'Garavaglia B')",[],0,"(1, 1)",0.0
17101,"('Tang D', 'Zhang T')",[],0,"(1, 1)",0.0
17102,"('Tang D', 'Liang L')",[],0,"(1, 1)",0.0
17103,"('Tang D', 'Orcesi S.')",[],0,"(1, 1)",0.0
17104,"('Tang D', 'Kuligina EV')",[],0,"(1, 1)",0.0
17105,"('Tang D', 'Nardocci N')",[],0,"(1, 1)",0.0
17106,"('Tang D', 'Ding Y')",[],0,"(1, 1)",0.0
17107,"('Tang D', 'Palumbo GA')",[],0,"(1, 1)",0.0
17108,"('Tang D', 'Shi LP')",[],0,"(1, 1)",0.0
17109,"('Tang D', 'Huang Z')",[4],1,"(1, 1)",1.0
17110,"('Tang D', 'Chuai S')",[],0,"(1, 1)",0.0
17111,"('Tang D', 'Torra R')",[],0,"(1, 1)",0.0
17112,"('Tang D', 'Liu S')",[],0,"(1, 1)",0.0
17113,"('Tang D', 'An T')",[],0,"(1, 1)",0.0
17114,"('Tang D', 'Guida M.')",[],0,"(1, 1)",0.0
17115,"('Tang D', 'Cao Y')",[],0,"(1, 1)",0.0
17116,"('Tang D', 'Huang W')",[],0,"(1, 1)",0.0
17117,"('Tang D', 'Zhao Q')",[],0,"(1, 1)",0.0
17118,"('Tang D', 'Cavazzini F')",[],0,"(1, 1)",0.0
17119,"('Tang D', 'Yeo W')",[],0,"(1, 1)",0.0
17120,"('Tang D', 'Brunak S')",[],0,"(1, 1)",0.0
17121,"('Tang D', 'Matey-Hernandez ML; Danish Pan Genome Consortium.')",[],0,"(1, 1)",0.0
17122,"('Tang D', 'Lamlertthon W')",[],0,"(1, 1)",0.0
17123,"('Tang D', 'Guo J')",[],0,"(1, 1)",0.0
17124,"('Tang D', 'Peng F')",[],0,"(1, 1)",0.0
17125,"('Tang D', 'Bartoletti D')",[],0,"(1, 1)",0.0
17126,"('Tang D', 'Hu R')",[],0,"(1, 1)",0.0
17127,"('Tang D', 'Ferreira A')",[],0,"(1, 1)",0.0
17128,"('Tang D', 'Gerasimov AV')",[],0,"(1, 1)",0.0
17129,"('Tang D', 'Garosi G')",[],0,"(1, 1)",0.0
17130,"('Tang D', 'Song G')",[],0,"(1, 1)",0.0
17131,"('Tang D', 'Zhang M')",[],0,"(1, 1)",0.0
17132,"('Tang D', 'Zhou C')",[],0,"(1, 1)",0.0
17133,"('Tang D', 'Peng D')",[4],1,"(1, 1)",1.0
17134,"('Tang D', 'Chen YM.')",[],0,"(1, 1)",0.0
17135,"('G\xc3\xa9rolami R', 'Sheng W')",[],0,"(1, 1)",0.0
17136,"('G\xc3\xa9rolami R', 'Thongsawat S')",[12],1,"(1, 1)",1.0
17137,"('G\xc3\xa9rolami R', 'Lim HY')",[12],1,"(1, 1)",1.0
17138,"('G\xc3\xa9rolami R', 'Bergamaschi M')",[],0,"(1, 1)",0.0
17139,"('G\xc3\xa9rolami R', 'Zhou Q')",[],0,"(1, 1)",0.0
17140,"('G\xc3\xa9rolami R', 'Garavaglia B')",[],0,"(1, 1)",0.0
17141,"('G\xc3\xa9rolami R', 'Zhang T')",[],0,"(1, 1)",0.0
17142,"('G\xc3\xa9rolami R', 'Liang L')",[],0,"(1, 1)",0.0
17143,"('G\xc3\xa9rolami R', 'Orcesi S.')",[],0,"(1, 1)",0.0
17144,"('G\xc3\xa9rolami R', 'Kuligina EV')",[],0,"(1, 1)",0.0
17145,"('G\xc3\xa9rolami R', 'Nardocci N')",[],0,"(1, 1)",0.0
17146,"('G\xc3\xa9rolami R', 'Ding Y')",[],0,"(1, 1)",0.0
17147,"('G\xc3\xa9rolami R', 'Palumbo GA')",[],0,"(1, 1)",0.0
17148,"('G\xc3\xa9rolami R', 'Shi LP')",[],0,"(1, 1)",0.0
17149,"('G\xc3\xa9rolami R', 'Huang Z')",[],0,"(1, 1)",0.0
17150,"('G\xc3\xa9rolami R', 'Chuai S')",[],0,"(1, 1)",0.0
17151,"('G\xc3\xa9rolami R', 'Torra R')",[],0,"(1, 1)",0.0
17152,"('G\xc3\xa9rolami R', 'Liu S')",[],0,"(1, 1)",0.0
17153,"('G\xc3\xa9rolami R', 'An T')",[],0,"(1, 1)",0.0
17154,"('G\xc3\xa9rolami R', 'Guida M.')",[],0,"(1, 1)",0.0
17155,"('G\xc3\xa9rolami R', 'Cao Y')",[],0,"(1, 1)",0.0
17156,"('G\xc3\xa9rolami R', 'Huang W')",[],0,"(1, 1)",0.0
17157,"('G\xc3\xa9rolami R', 'Zhao Q')",[],0,"(1, 1)",0.0
17158,"('G\xc3\xa9rolami R', 'Cavazzini F')",[],0,"(1, 1)",0.0
17159,"('G\xc3\xa9rolami R', 'Yeo W')",[12],1,"(1, 1)",1.0
17160,"('G\xc3\xa9rolami R', 'Brunak S')",[],0,"(1, 1)",0.0
17161,"('G\xc3\xa9rolami R', 'Matey-Hernandez ML; Danish Pan Genome Consortium.')",[],0,"(1, 1)",0.0
17162,"('G\xc3\xa9rolami R', 'Lamlertthon W')",[12],1,"(1, 1)",1.0
17163,"('G\xc3\xa9rolami R', 'Guo J')",[],0,"(1, 1)",0.0
17164,"('G\xc3\xa9rolami R', 'Peng F')",[],0,"(1, 1)",0.0
17165,"('G\xc3\xa9rolami R', 'Bartoletti D')",[],0,"(1, 1)",0.0
17166,"('G\xc3\xa9rolami R', 'Hu R')",[],0,"(1, 1)",0.0
17167,"('G\xc3\xa9rolami R', 'Ferreira A')",[],0,"(1, 1)",0.0
17168,"('G\xc3\xa9rolami R', 'Gerasimov AV')",[],0,"(1, 1)",0.0
17169,"('G\xc3\xa9rolami R', 'Garosi G')",[],0,"(1, 1)",0.0
17170,"('G\xc3\xa9rolami R', 'Song G')",[],0,"(1, 1)",0.0
17171,"('G\xc3\xa9rolami R', 'Zhang M')",[],0,"(1, 1)",0.0
17172,"('G\xc3\xa9rolami R', 'Zhou C')",[],0,"(1, 1)",0.0
17173,"('G\xc3\xa9rolami R', 'Peng D')",[],0,"(1, 1)",0.0
17174,"('G\xc3\xa9rolami R', 'Chen YM.')",[],0,"(1, 1)",0.0
17175,"('Sheng W', 'Thongsawat S')",[],0,"(1, 1)",0.0
17176,"('Sheng W', 'Lim HY')",[],0,"(1, 1)",0.0
17177,"('Sheng W', 'Bergamaschi M')",[],0,"(1, 1)",0.0
17178,"('Sheng W', 'Zhou Q')",[],0,"(1, 1)",0.0
17179,"('Sheng W', 'Garavaglia B')",[],0,"(1, 1)",0.0
17180,"('Sheng W', 'Zhang T')",[],0,"(1, 1)",0.0
17181,"('Sheng W', 'Liang L')",[],0,"(1, 1)",0.0
17182,"('Sheng W', 'Orcesi S.')",[],0,"(1, 1)",0.0
17183,"('Sheng W', 'Kuligina EV')",[],0,"(1, 1)",0.0
17184,"('Sheng W', 'Nardocci N')",[],0,"(1, 1)",0.0
17185,"('Sheng W', 'Ding Y')",[],0,"(1, 1)",0.0
17186,"('Sheng W', 'Palumbo GA')",[],0,"(1, 1)",0.0
17187,"('Sheng W', 'Shi LP')",[],0,"(1, 1)",0.0
17188,"('Sheng W', 'Huang Z')",[],0,"(1, 1)",0.0
17189,"('Sheng W', 'Chuai S')",[],0,"(1, 1)",0.0
17190,"('Sheng W', 'Torra R')",[],0,"(1, 1)",0.0
17191,"('Sheng W', 'Liu S')",[1],1,"(1, 1)",1.0
17192,"('Sheng W', 'An T')",[],0,"(1, 1)",0.0
17193,"('Sheng W', 'Guida M.')",[],0,"(1, 1)",0.0
17194,"('Sheng W', 'Cao Y')",[1],1,"(1, 1)",1.0
17195,"('Sheng W', 'Huang W')",[],0,"(1, 1)",0.0
17196,"('Sheng W', 'Zhao Q')",[],0,"(1, 1)",0.0
17197,"('Sheng W', 'Cavazzini F')",[],0,"(1, 1)",0.0
17198,"('Sheng W', 'Yeo W')",[],0,"(1, 1)",0.0
17199,"('Sheng W', 'Brunak S')",[],0,"(1, 1)",0.0
17200,"('Sheng W', 'Matey-Hernandez ML; Danish Pan Genome Consortium.')",[],0,"(1, 1)",0.0
17201,"('Sheng W', 'Lamlertthon W')",[],0,"(1, 1)",0.0
17202,"('Sheng W', 'Guo J')",[],0,"(1, 1)",0.0
17203,"('Sheng W', 'Peng F')",[],0,"(1, 1)",0.0
17204,"('Sheng W', 'Bartoletti D')",[],0,"(1, 1)",0.0
17205,"('Sheng W', 'Hu R')",[],0,"(1, 1)",0.0
17206,"('Sheng W', 'Ferreira A')",[],0,"(1, 1)",0.0
17207,"('Sheng W', 'Gerasimov AV')",[],0,"(1, 1)",0.0
17208,"('Sheng W', 'Garosi G')",[],0,"(1, 1)",0.0
17209,"('Sheng W', 'Song G')",[],0,"(1, 1)",0.0
17210,"('Sheng W', 'Zhang M')",[],0,"(1, 1)",0.0
17211,"('Sheng W', 'Zhou C')",[],0,"(1, 1)",0.0
17212,"('Sheng W', 'Peng D')",[],0,"(1, 1)",0.0
17213,"('Sheng W', 'Chen YM.')",[],0,"(1, 1)",0.0
17214,"('Thongsawat S', 'Lim HY')",[12],1,"(1, 1)",1.0
17215,"('Thongsawat S', 'Bergamaschi M')",[],0,"(1, 1)",0.0
17216,"('Thongsawat S', 'Zhou Q')",[],0,"(1, 1)",0.0
17217,"('Thongsawat S', 'Garavaglia B')",[],0,"(1, 1)",0.0
17218,"('Thongsawat S', 'Zhang T')",[],0,"(1, 1)",0.0
17219,"('Thongsawat S', 'Liang L')",[],0,"(1, 1)",0.0
17220,"('Thongsawat S', 'Orcesi S.')",[],0,"(1, 1)",0.0
17221,"('Thongsawat S', 'Kuligina EV')",[],0,"(1, 1)",0.0
17222,"('Thongsawat S', 'Nardocci N')",[],0,"(1, 1)",0.0
17223,"('Thongsawat S', 'Ding Y')",[],0,"(1, 1)",0.0
17224,"('Thongsawat S', 'Palumbo GA')",[],0,"(1, 1)",0.0
17225,"('Thongsawat S', 'Shi LP')",[],0,"(1, 1)",0.0
17226,"('Thongsawat S', 'Huang Z')",[],0,"(1, 1)",0.0
17227,"('Thongsawat S', 'Chuai S')",[],0,"(1, 1)",0.0
17228,"('Thongsawat S', 'Torra R')",[],0,"(1, 1)",0.0
17229,"('Thongsawat S', 'Liu S')",[],0,"(1, 1)",0.0
17230,"('Thongsawat S', 'An T')",[],0,"(1, 1)",0.0
17231,"('Thongsawat S', 'Guida M.')",[],0,"(1, 1)",0.0
17232,"('Thongsawat S', 'Cao Y')",[],0,"(1, 1)",0.0
17233,"('Thongsawat S', 'Huang W')",[],0,"(1, 1)",0.0
17234,"('Thongsawat S', 'Zhao Q')",[],0,"(1, 1)",0.0
17235,"('Thongsawat S', 'Cavazzini F')",[],0,"(1, 1)",0.0
17236,"('Thongsawat S', 'Yeo W')",[12],1,"(1, 1)",1.0
17237,"('Thongsawat S', 'Brunak S')",[],0,"(1, 1)",0.0
17238,"('Thongsawat S', 'Matey-Hernandez ML; Danish Pan Genome Consortium.')",[],0,"(1, 1)",0.0
17239,"('Thongsawat S', 'Lamlertthon W')",[12],1,"(1, 1)",1.0
17240,"('Thongsawat S', 'Guo J')",[],0,"(1, 1)",0.0
17241,"('Thongsawat S', 'Peng F')",[],0,"(1, 1)",0.0
17242,"('Thongsawat S', 'Bartoletti D')",[],0,"(1, 1)",0.0
17243,"('Thongsawat S', 'Hu R')",[],0,"(1, 1)",0.0
17244,"('Thongsawat S', 'Ferreira A')",[],0,"(1, 1)",0.0
17245,"('Thongsawat S', 'Gerasimov AV')",[],0,"(1, 1)",0.0
17246,"('Thongsawat S', 'Garosi G')",[],0,"(1, 1)",0.0
17247,"('Thongsawat S', 'Song G')",[],0,"(1, 1)",0.0
17248,"('Thongsawat S', 'Zhang M')",[],0,"(1, 1)",0.0
17249,"('Thongsawat S', 'Zhou C')",[],0,"(1, 1)",0.0
17250,"('Thongsawat S', 'Peng D')",[],0,"(1, 1)",0.0
17251,"('Thongsawat S', 'Chen YM.')",[],0,"(1, 1)",0.0
17252,"('Lim HY', 'Bergamaschi M')",[],0,"(1, 1)",0.0
17253,"('Lim HY', 'Zhou Q')",[],0,"(1, 1)",0.0
17254,"('Lim HY', 'Garavaglia B')",[],0,"(1, 1)",0.0
17255,"('Lim HY', 'Zhang T')",[],0,"(1, 1)",0.0
17256,"('Lim HY', 'Liang L')",[],0,"(1, 1)",0.0
17257,"('Lim HY', 'Orcesi S.')",[],0,"(1, 1)",0.0
17258,"('Lim HY', 'Kuligina EV')",[],0,"(1, 1)",0.0
17259,"('Lim HY', 'Nardocci N')",[],0,"(1, 1)",0.0
17260,"('Lim HY', 'Ding Y')",[],0,"(1, 1)",0.0
17261,"('Lim HY', 'Palumbo GA')",[],0,"(1, 1)",0.0
17262,"('Lim HY', 'Shi LP')",[],0,"(1, 1)",0.0
17263,"('Lim HY', 'Huang Z')",[],0,"(1, 1)",0.0
17264,"('Lim HY', 'Chuai S')",[],0,"(1, 1)",0.0
17265,"('Lim HY', 'Torra R')",[],0,"(1, 1)",0.0
17266,"('Lim HY', 'Liu S')",[],0,"(1, 1)",0.0
17267,"('Lim HY', 'An T')",[],0,"(1, 1)",0.0
17268,"('Lim HY', 'Guida M.')",[],0,"(1, 1)",0.0
17269,"('Lim HY', 'Cao Y')",[],0,"(1, 1)",0.0
17270,"('Lim HY', 'Huang W')",[],0,"(1, 1)",0.0
17271,"('Lim HY', 'Zhao Q')",[],0,"(1, 1)",0.0
17272,"('Lim HY', 'Cavazzini F')",[],0,"(1, 1)",0.0
17273,"('Lim HY', 'Yeo W')",[12],1,"(1, 1)",1.0
17274,"('Lim HY', 'Brunak S')",[],0,"(1, 1)",0.0
17275,"('Lim HY', 'Matey-Hernandez ML; Danish Pan Genome Consortium.')",[],0,"(1, 1)",0.0
17276,"('Lim HY', 'Lamlertthon W')",[12],1,"(1, 1)",1.0
17277,"('Lim HY', 'Guo J')",[],0,"(1, 1)",0.0
17278,"('Lim HY', 'Peng F')",[],0,"(1, 1)",0.0
17279,"('Lim HY', 'Bartoletti D')",[],0,"(1, 1)",0.0
17280,"('Lim HY', 'Hu R')",[],0,"(1, 1)",0.0
17281,"('Lim HY', 'Ferreira A')",[],0,"(1, 1)",0.0
17282,"('Lim HY', 'Gerasimov AV')",[],0,"(1, 1)",0.0
17283,"('Lim HY', 'Garosi G')",[],0,"(1, 1)",0.0
17284,"('Lim HY', 'Song G')",[],0,"(1, 1)",0.0
17285,"('Lim HY', 'Zhang M')",[],0,"(1, 1)",0.0
17286,"('Lim HY', 'Zhou C')",[],0,"(1, 1)",0.0
17287,"('Lim HY', 'Peng D')",[],0,"(1, 1)",0.0
17288,"('Lim HY', 'Chen YM.')",[],0,"(1, 1)",0.0
17289,"('Bergamaschi M', 'Zhou Q')",[],0,"(1, 1)",0.0
17290,"('Bergamaschi M', 'Garavaglia B')",[],0,"(1, 1)",0.0
17291,"('Bergamaschi M', 'Zhang T')",[],0,"(1, 1)",0.0
17292,"('Bergamaschi M', 'Liang L')",[],0,"(1, 1)",0.0
17293,"('Bergamaschi M', 'Orcesi S.')",[],0,"(1, 1)",0.0
17294,"('Bergamaschi M', 'Kuligina EV')",[],0,"(1, 1)",0.0
17295,"('Bergamaschi M', 'Nardocci N')",[],0,"(1, 1)",0.0
17296,"('Bergamaschi M', 'Ding Y')",[],0,"(1, 1)",0.0
17297,"('Bergamaschi M', 'Palumbo GA')",[9],1,"(1, 1)",1.0
17298,"('Bergamaschi M', 'Shi LP')",[],0,"(1, 1)",0.0
17299,"('Bergamaschi M', 'Huang Z')",[],0,"(1, 1)",0.0
17300,"('Bergamaschi M', 'Chuai S')",[],0,"(1, 1)",0.0
17301,"('Bergamaschi M', 'Torra R')",[],0,"(1, 1)",0.0
17302,"('Bergamaschi M', 'Liu S')",[],0,"(1, 1)",0.0
17303,"('Bergamaschi M', 'An T')",[],0,"(1, 1)",0.0
17304,"('Bergamaschi M', 'Guida M.')",[],0,"(1, 1)",0.0
17305,"('Bergamaschi M', 'Cao Y')",[],0,"(1, 1)",0.0
17306,"('Bergamaschi M', 'Huang W')",[],0,"(1, 1)",0.0
17307,"('Bergamaschi M', 'Zhao Q')",[],0,"(1, 1)",0.0
17308,"('Bergamaschi M', 'Cavazzini F')",[9],1,"(1, 1)",1.0
17309,"('Bergamaschi M', 'Yeo W')",[],0,"(1, 1)",0.0
17310,"('Bergamaschi M', 'Brunak S')",[],0,"(1, 1)",0.0
17311,"('Bergamaschi M', 'Matey-Hernandez ML; Danish Pan Genome Consortium.')",[],0,"(1, 1)",0.0
17312,"('Bergamaschi M', 'Lamlertthon W')",[],0,"(1, 1)",0.0
17313,"('Bergamaschi M', 'Guo J')",[],0,"(1, 1)",0.0
17314,"('Bergamaschi M', 'Peng F')",[],0,"(1, 1)",0.0
17315,"('Bergamaschi M', 'Bartoletti D')",[9],1,"(1, 1)",1.0
17316,"('Bergamaschi M', 'Hu R')",[],0,"(1, 1)",0.0
17317,"('Bergamaschi M', 'Ferreira A')",[],0,"(1, 1)",0.0
17318,"('Bergamaschi M', 'Gerasimov AV')",[],0,"(1, 1)",0.0
17319,"('Bergamaschi M', 'Garosi G')",[],0,"(1, 1)",0.0
17320,"('Bergamaschi M', 'Song G')",[],0,"(1, 1)",0.0
17321,"('Bergamaschi M', 'Zhang M')",[],0,"(1, 1)",0.0
17322,"('Bergamaschi M', 'Zhou C')",[],0,"(1, 1)",0.0
17323,"('Bergamaschi M', 'Peng D')",[],0,"(1, 1)",0.0
17324,"('Bergamaschi M', 'Chen YM.')",[],0,"(1, 1)",0.0
17325,"('Zhou Q', 'Garavaglia B')",[],0,"(1, 1)",0.0
17326,"('Zhou Q', 'Zhang T')",[],0,"(1, 1)",0.0
17327,"('Zhou Q', 'Liang L')",[8],1,"(1, 1)",1.0
17328,"('Zhou Q', 'Orcesi S.')",[],0,"(1, 1)",0.0
17329,"('Zhou Q', 'Kuligina EV')",[],0,"(1, 1)",0.0
17330,"('Zhou Q', 'Nardocci N')",[],0,"(1, 1)",0.0
17331,"('Zhou Q', 'Ding Y')",[],0,"(1, 1)",0.0
17332,"('Zhou Q', 'Palumbo GA')",[],0,"(1, 1)",0.0
17333,"('Zhou Q', 'Shi LP')",[],0,"(1, 1)",0.0
17334,"('Zhou Q', 'Huang Z')",[],0,"(1, 1)",0.0
17335,"('Zhou Q', 'Chuai S')",[8],1,"(1, 1)",1.0
17336,"('Zhou Q', 'Torra R')",[],0,"(1, 1)",0.0
17337,"('Zhou Q', 'Liu S')",[],0,"(1, 1)",0.0
17338,"('Zhou Q', 'An T')",[8],1,"(1, 1)",1.0
17339,"('Zhou Q', 'Guida M.')",[],0,"(1, 1)",0.0
17340,"('Zhou Q', 'Cao Y')",[],0,"(1, 1)",0.0
17341,"('Zhou Q', 'Huang W')",[],0,"(1, 1)",0.0
17342,"('Zhou Q', 'Zhao Q')",[],0,"(1, 1)",0.0
17343,"('Zhou Q', 'Cavazzini F')",[],0,"(1, 1)",0.0
17344,"('Zhou Q', 'Yeo W')",[],0,"(1, 1)",0.0
17345,"('Zhou Q', 'Brunak S')",[],0,"(1, 1)",0.0
17346,"('Zhou Q', 'Matey-Hernandez ML; Danish Pan Genome Consortium.')",[],0,"(1, 1)",0.0
17347,"('Zhou Q', 'Lamlertthon W')",[],0,"(1, 1)",0.0
17348,"('Zhou Q', 'Guo J')",[],0,"(1, 1)",0.0
17349,"('Zhou Q', 'Peng F')",[8],1,"(1, 1)",1.0
17350,"('Zhou Q', 'Bartoletti D')",[],0,"(1, 1)",0.0
17351,"('Zhou Q', 'Hu R')",[],0,"(1, 1)",0.0
17352,"('Zhou Q', 'Ferreira A')",[],0,"(1, 1)",0.0
17353,"('Zhou Q', 'Gerasimov AV')",[],0,"(1, 1)",0.0
17354,"('Zhou Q', 'Garosi G')",[],0,"(1, 1)",0.0
17355,"('Zhou Q', 'Song G')",[],0,"(1, 1)",0.0
17356,"('Zhou Q', 'Zhang M')",[8],1,"(1, 1)",1.0
17357,"('Zhou Q', 'Zhou C')",[8],1,"(1, 1)",1.0
17358,"('Zhou Q', 'Peng D')",[],0,"(1, 1)",0.0
17359,"('Zhou Q', 'Chen YM.')",[],0,"(1, 1)",0.0
17360,"('Garavaglia B', 'Zhang T')",[],0,"(1, 1)",0.0
17361,"('Garavaglia B', 'Liang L')",[],0,"(1, 1)",0.0
17362,"('Garavaglia B', 'Orcesi S.')",[3],1,"(1, 1)",1.0
17363,"('Garavaglia B', 'Kuligina EV')",[],0,"(1, 1)",0.0
17364,"('Garavaglia B', 'Nardocci N')",[3],1,"(1, 1)",1.0
17365,"('Garavaglia B', 'Ding Y')",[],0,"(1, 1)",0.0
17366,"('Garavaglia B', 'Palumbo GA')",[],0,"(1, 1)",0.0
17367,"('Garavaglia B', 'Shi LP')",[],0,"(1, 1)",0.0
17368,"('Garavaglia B', 'Huang Z')",[],0,"(1, 1)",0.0
17369,"('Garavaglia B', 'Chuai S')",[],0,"(1, 1)",0.0
17370,"('Garavaglia B', 'Torra R')",[],0,"(1, 1)",0.0
17371,"('Garavaglia B', 'Liu S')",[],0,"(1, 1)",0.0
17372,"('Garavaglia B', 'An T')",[],0,"(1, 1)",0.0
17373,"('Garavaglia B', 'Guida M.')",[],0,"(1, 1)",0.0
17374,"('Garavaglia B', 'Cao Y')",[],0,"(1, 1)",0.0
17375,"('Garavaglia B', 'Huang W')",[],0,"(1, 1)",0.0
17376,"('Garavaglia B', 'Zhao Q')",[],0,"(1, 1)",0.0
17377,"('Garavaglia B', 'Cavazzini F')",[],0,"(1, 1)",0.0
17378,"('Garavaglia B', 'Yeo W')",[],0,"(1, 1)",0.0
17379,"('Garavaglia B', 'Brunak S')",[],0,"(1, 1)",0.0
17380,"('Garavaglia B', 'Matey-Hernandez ML; Danish Pan Genome Consortium.')",[],0,"(1, 1)",0.0
17381,"('Garavaglia B', 'Lamlertthon W')",[],0,"(1, 1)",0.0
17382,"('Garavaglia B', 'Guo J')",[],0,"(1, 1)",0.0
17383,"('Garavaglia B', 'Peng F')",[],0,"(1, 1)",0.0
17384,"('Garavaglia B', 'Bartoletti D')",[],0,"(1, 1)",0.0
17385,"('Garavaglia B', 'Hu R')",[],0,"(1, 1)",0.0
17386,"('Garavaglia B', 'Ferreira A')",[],0,"(1, 1)",0.0
17387,"('Garavaglia B', 'Gerasimov AV')",[],0,"(1, 1)",0.0
17388,"('Garavaglia B', 'Garosi G')",[],0,"(1, 1)",0.0
17389,"('Garavaglia B', 'Song G')",[],0,"(1, 1)",0.0
17390,"('Garavaglia B', 'Zhang M')",[],0,"(1, 1)",0.0
17391,"('Garavaglia B', 'Zhou C')",[],0,"(1, 1)",0.0
17392,"('Garavaglia B', 'Peng D')",[],0,"(1, 1)",0.0
17393,"('Garavaglia B', 'Chen YM.')",[],0,"(1, 1)",0.0
17394,"('Zhang T', 'Liang L')",[],0,"(1, 1)",0.0
17395,"('Zhang T', 'Orcesi S.')",[],0,"(1, 1)",0.0
17396,"('Zhang T', 'Kuligina EV')",[],0,"(1, 1)",0.0
17397,"('Zhang T', 'Nardocci N')",[],0,"(1, 1)",0.0
17398,"('Zhang T', 'Ding Y')",[],0,"(1, 1)",0.0
17399,"('Zhang T', 'Palumbo GA')",[],0,"(1, 1)",0.0
17400,"('Zhang T', 'Shi LP')",[],0,"(1, 1)",0.0
17401,"('Zhang T', 'Huang Z')",[],0,"(1, 1)",0.0
17402,"('Zhang T', 'Chuai S')",[],0,"(1, 1)",0.0
17403,"('Zhang T', 'Torra R')",[],0,"(1, 1)",0.0
17404,"('Zhang T', 'Liu S')",[],0,"(1, 1)",0.0
17405,"('Zhang T', 'An T')",[],0,"(1, 1)",0.0
17406,"('Zhang T', 'Guida M.')",[],0,"(1, 1)",0.0
17407,"('Zhang T', 'Cao Y')",[],0,"(1, 1)",0.0
17408,"('Zhang T', 'Huang W')",[],0,"(1, 1)",0.0
17409,"('Zhang T', 'Zhao Q')",[7],1,"(1, 1)",1.0
17410,"('Zhang T', 'Cavazzini F')",[],0,"(1, 1)",0.0
17411,"('Zhang T', 'Yeo W')",[],0,"(1, 1)",0.0
17412,"('Zhang T', 'Brunak S')",[],0,"(1, 1)",0.0
17413,"('Zhang T', 'Matey-Hernandez ML; Danish Pan Genome Consortium.')",[],0,"(1, 1)",0.0
17414,"('Zhang T', 'Lamlertthon W')",[],0,"(1, 1)",0.0
17415,"('Zhang T', 'Guo J')",[7],1,"(1, 1)",1.0
17416,"('Zhang T', 'Peng F')",[],0,"(1, 1)",0.0
17417,"('Zhang T', 'Bartoletti D')",[],0,"(1, 1)",0.0
17418,"('Zhang T', 'Hu R')",[],0,"(1, 1)",0.0
17419,"('Zhang T', 'Ferreira A')",[],0,"(1, 1)",0.0
17420,"('Zhang T', 'Gerasimov AV')",[],0,"(1, 1)",0.0
17421,"('Zhang T', 'Garosi G')",[],0,"(1, 1)",0.0
17422,"('Zhang T', 'Song G')",[],0,"(1, 1)",0.0
17423,"('Zhang T', 'Zhang M')",[],0,"(1, 1)",0.0
17424,"('Zhang T', 'Zhou C')",[],0,"(1, 1)",0.0
17425,"('Zhang T', 'Peng D')",[],0,"(1, 1)",0.0
17426,"('Zhang T', 'Chen YM.')",[],0,"(1, 1)",0.0
17427,"('Liang L', 'Orcesi S.')",[],0,"(1, 1)",0.0
17428,"('Liang L', 'Kuligina EV')",[],0,"(1, 1)",0.0
17429,"('Liang L', 'Nardocci N')",[],0,"(1, 1)",0.0
17430,"('Liang L', 'Ding Y')",[],0,"(1, 1)",0.0
17431,"('Liang L', 'Palumbo GA')",[],0,"(1, 1)",0.0
17432,"('Liang L', 'Shi LP')",[],0,"(1, 1)",0.0
17433,"('Liang L', 'Huang Z')",[],0,"(1, 1)",0.0
17434,"('Liang L', 'Chuai S')",[8],1,"(1, 1)",1.0
17435,"('Liang L', 'Torra R')",[],0,"(1, 1)",0.0
17436,"('Liang L', 'Liu S')",[],0,"(1, 1)",0.0
17437,"('Liang L', 'An T')",[8],1,"(1, 1)",1.0
17438,"('Liang L', 'Guida M.')",[],0,"(1, 1)",0.0
17439,"('Liang L', 'Cao Y')",[],0,"(1, 1)",0.0
17440,"('Liang L', 'Huang W')",[],0,"(1, 1)",0.0
17441,"('Liang L', 'Zhao Q')",[],0,"(1, 1)",0.0
17442,"('Liang L', 'Cavazzini F')",[],0,"(1, 1)",0.0
17443,"('Liang L', 'Yeo W')",[],0,"(1, 1)",0.0
17444,"('Liang L', 'Brunak S')",[],0,"(1, 1)",0.0
17445,"('Liang L', 'Matey-Hernandez ML; Danish Pan Genome Consortium.')",[],0,"(1, 1)",0.0
17446,"('Liang L', 'Lamlertthon W')",[],0,"(1, 1)",0.0
17447,"('Liang L', 'Guo J')",[],0,"(1, 1)",0.0
17448,"('Liang L', 'Peng F')",[8],1,"(1, 1)",1.0
17449,"('Liang L', 'Bartoletti D')",[],0,"(1, 1)",0.0
17450,"('Liang L', 'Hu R')",[],0,"(1, 1)",0.0
17451,"('Liang L', 'Ferreira A')",[],0,"(1, 1)",0.0
17452,"('Liang L', 'Gerasimov AV')",[],0,"(1, 1)",0.0
